1113,49780
1121,288742
1239,1240
1240,731
1262,5450
1266,475
1281,3357
1283,166
1284,100
1431,21418
1533,237232
1584,0
1586,12204
2171,-1154
2191,-49952
3111,-500000
3113,-453430
3351,343682
3353,-309482
4111,-7619
4141,-400
5111,11609
5124,-52
5131,33
5152,11855
5153,1450
5155,258
5156,4566
5162,438
5911,200
6111,266654
6112,18342
6113,1442
6114,5293
6115,100
6120,17784
6122,3222
6123,3382
6130,10733
6134,1389
7111,-7
7141,-6130
7161,-951
7162,5578
7243,959
7247,-3837
1583,3150
