序號,會計編碼,日期,傳票編號,摘要,種類,借,貸,借/貸,餘額
98,1113,1110603,WF20220603002,紅樹林停車場,2,,20
99,1113,1110604,WF20220604001,多功能泡沫清洗齊,2,,110
100,1113,1110609,WF20220609001,油資,2,,151
101,1113,1110613,WF20220613001,負責人美姿美儀,2,,220
102,1113,1110620,WF20220620001,油資,2,,193
103,1113,1110627,WF20220627001,油資,2,,131
104,1113,1110629,WF20220629001,營業費用,2,,70
105,1113,1110701,WF20220701001,營業費用,2,,21
106,1113,1110701,WF20220701004,營業費用,2,,18
107,1113,1110701,WF20220701019,220418-4月-郵電費,2,,753
108,1113,1110701,WF20220701022,220616-6月-郵電費,2,,683
109,1113,1110701,WF20220701025,20220613-手機費-郵電費,2,,257
110,1113,1110701,WF20220701026,股東營業費用現金給予,1,10000,
111,1113,1110702,WF20220702001,Office365-5月份,2,,394
112,1113,1110702,WF20220702004,Office365-6月份,2,,394
113,1113,1110702,WF20220702007,Office365-7月份,2,,394
114,1113,1110708,WF20220708001,油資,2,,156
115,1113,1110715,WF20220715001,水龍頭,2,,48
116,1113,1110718,WF20220718001,營業費用,2,,154
117,1113,1110718,WF20220718004,郵電費,2,,2418
118,1113,1110724,WF20220724001,停車費,2,,30
119,1113,1110729,WF20220729001,油資,2,,135
120,1113,1110802,WF20220802001,Office365,2,,394
121,1113,1110815,WF20220815001,20220815-手機費-郵電費,2,,1051
122,1113,1110816,WF20220816001,郵電費,2,,718
123,1113,1110820,WF20220820001,油資,2,,153
124,1113,1110828,WF20220828001,油資,2,,672
125,1113,1110901,WF20220901001,營業費用,2,,156
126,1113,1110908,WF20220908001,旅費,2,,21
127,1113,1110910,WF20220910001,20220910001-餐廳收入,1,60,
128,1113,1110913,WF20220913001,20220913001-餐廳收入,1,120,
129,1113,1110929,WF20220929001,營業費用,2,,720
,,,,,1,60806,69941
,,,,,1,74165,69941,借,4224
1,1191,1110201,WF20220201002,案件-第一期款 (發票先開),1,9523,
2,1191,1110223,WF20220223002,銷售網路線、usb延長線、6插6開15尺延長線,1,657,
3,1191,1110311,WF20220311001,銷售網路線、延長線、..等,2,,657
,,,,,1,10180,657
,,,,,1,10561,657,借,9904
1,1261,1110303,WF20220303001,3月份業務支出,2,,685
,,,,,2,,685
,,,,,2,,685,貸,685
1,1262,1110101,WF20220101001,媒體投資娛樂費,2,,512
2,1262,1110201,WF20220201001,媒體投資娛樂費,2,,512
3,1262,1110301,WF20220301002,預付租金,1,10000,
4,1262,1110301,WF20220301003,租金支出-營業地
2-3月租金,2/10起,2,,1666
5,1262,1110401,WF20220401001,媒體投資娛樂費,2,,512
6,1262,1110401,WF20220401002,租金支出,2,,1000
7,1262,1110701,WF20220701007,營業地租金-5月份,2,,1000
8,1262,1110701,WF20220701009,媒體投資娛樂費-5月份,2,,512
9,1262,1110701,WF20220701011,預付租金-6月份,2,,1000
10,1262,1110701,WF20220701013,媒體投資娛樂費-6月份,2,,512
11,1262,1110701,WF20220701015,預付租金-7月份,2,,1000
12,1262,1110701,WF20220701017,媒體投資娛樂費-7月份,2,,512
13,1262,1110801,WF20220801001,營業地租金,2,,1000
14,1262,1110801,WF20220801003,媒體投資娛樂費,2,,512
,,,,,2,10000,10250
,,,,,2,10000,10250,貸,250
1,1266,1110208,WF20220208001,預付租金,1,1530,
2,1266,1110225,WF20220225001,預付薪資發放,1,11000,
,,,,,1,12530,
,,,,,1,12530,,借,12530
1,1284,1110301,WF20220301002,預付租金,1,2000,
,,,,,1,2000,
,,,,,1,2300,,借,2300
1,2191,1110108,WF20220108001,蕭榮濱-110年預付薪資發放,1,9000,
,,,,,2,9000,
,,,,,2,9000,95056,貸,86056
1,3113,1110301,WF20220301001,股東營業費用現金給予,2,,10000
2,3113,1110401,WF20220401003,股東營業費用現金給予,2,,10000
3,3113,1110501,WF20220501001,股東營業費用現金給予,2,,10000
4,3113,1110701,WF20220701026,股東營業費用現金給予,2,,10000
,,,,,2,,40000
,,,,,2,,793147,貸,793147
1,4111,1110103,WF20220103001,案件支付頭期款,2,,9523
2,4111,1110201,WF20220201002,案件-第一期款 (發票先開),2,,9523
3,4111,1110216,WF20220216003,案件支付第一期款,2,,9523
4,4111,1110223,WF20220223002,銷售網路線、usb延長線、6插6開15尺延長線,2,,657
5,4111,1110910,WF20220910001,20220910001-餐廳收入,2,,60
6,4111,1110913,WF20220913001,20220913001-餐廳收入,2,,120
,,,,,2,,29406
,,,,,2,,29406,貸,29406
1,5111,1110122,WF20220122001,ic卡*100,1,494,
2,5111,1110124,WF20220124001,電子零件*1
IC讀卡機*5,1,1095,
3,5111,1110126,WF20220126001,usb集線器,1,186,
4,5111,1110126,WF20220126003,IC卡,1,200,
5,5111,1110204,WF20220204001,延長線-1開4插(15尺)*2,1,466,
6,5111,1110214,WF20220214002,攝影機 1290(稅)
腳架 250 (稅),1,1467,
7,5111,1110217,WF20220217001,零件銷售-發票寄送,1,28,
,,,,,1,3936,
,,,,,1,3936,,借,3936
1,6111,1110303,WF20220303001,3月份業務支出,1,685,
2,6111,1110429,WF20220429001,4月份業務支出,1,684,
,,,,,1,1369,
,,,,,1,1369,,借,1369
1,6112,1110102,WF20220102001,Office365,1,375,
2,6112,1110202,WF20220202001,Office365,1,375,
3,6112,1110301,WF20220301003,租金支出-營業地
2-3月租金,2/10起,1,1666,
4,6112,1110302,WF20220302001,Office365,1,375,
5,6112,1110401,WF20220401002,租金支出,1,1000,
6,6112,1110402,WF20220402001,Office365,1,375,
7,6112,1110701,WF20220701007,營業地租金-5月份,1,1000,
8,6112,1110701,WF20220701011,租金支出-6月份,1,1000,
9,6112,1110701,WF20220701015,租金支出-7月份,1,1000,
10,6112,1110702,WF20220702001,Office365-5月份,1,375,
11,6112,1110702,WF20220702004,Office365-6月份,1,375,
12,6112,1110702,WF20220702007,Office365-7月份,1,375,
13,6112,1110801,WF20220801001,營業地租金,1,1000,
14,6112,1110802,WF20220802001,Office365,1,375,
,,,,,1,9666,
,,,,,1,9666,,借,9666
1,6113,1110216,WF20220216002,標準信封、膠水、中油筆、筆

,1,36,
2,6113,1110306,WF20220306001,停車費用,1,114,
3,6113,1110307,WF20220307001,停車,1,57,
4,6113,1110312,WF20220312001,油資,1,359,
5,6113,1110313,WF20220313001,停車,1,38,
6,6113,1110314,WF20220314002,嘟嘟房停車,1,86,
7,6113,1110314,WF20220314003,油資,1,57,
8,6113,1110316,WF20220316001,嘟嘟房停車,1,86,
9,6113,1110317,WF20220317001,油資,1,65,
10,6113,1110318,WF20220318001,油資,1,136,
11,6113,1110319,WF20220319001,油資,1,631,
12,6113,1110325,WF20220325001,油資,1,19,
13,6113,1110325,WF20220325003,油資,1,151,
14,6113,1110403,WF20220403003,營業費用,1,740,
15,6113,1110409,WF20220409001,營業費用,1,245,
16,6113,1110411,WF20220411001,營業費用,1,150,
17,6113,1110418,WF20220418001,營業費用,1,277,
18,6113,1110423,WF20220423001,營業費用,1,367,
19,6113,1110424,WF20220424001,營業費用,1,152,
20,6113,1110430,WF20220430001,營業費用,1,148,
21,6113,1110629,WF20220629001,營業費用,1,67,
22,6113,1110708,WF20220708001,油資,1,149,
23,6113,1110718,WF20220718001,營業費用,1,147,
24,6113,1110724,WF20220724001,停車費,1,30,
25,6113,1110729,WF20220729001,油資,1,129,
26,6113,1110820,WF20220820001,油資,1,146,
27,6113,1110828,WF20220828001,油資,1,640,
28,6113,1110901,WF20220901001,營業費用,1,149,
29,6113,1110929,WF20220929001,營業費用,1,686,
,,,,,1,6057,
,,,,,1,6057,,借,6057
1,6114,1110105,WF20220105001,油資,1,232,
2,6114,1110107,WF20220107001,油資,1,145,
3,6114,1110116,WF20220116001,油資,1,311,
4,6114,1110117,WF20220117001,油資,1,48,
5,6114,1110119,WF20220119001,組裝零件-螺母,1,9,
6,6114,1110126,WF20220126002,油資,1,145,
7,6114,1110206,WF20220206001,油資,1,229,
8,6114,1110211,WF20220211001,油資,1,138,
9,6114,1110214,WF20220214003,油資,1,190,
10,6114,1110218,WF20220218001,油資,1,445,
11,6114,1110220,WF20220220001,油資,1,476,
12,6114,1110220,WF20220220002,停車費,1,60,
13,6114,1110220,WF20220220003,停車費,1,30,
14,6114,1110417,WF20220417001,油資,1,143,
15,6114,1110507,WF20220507001,油資,1,341,
16,6114,1110508,WF20220508001,油資,1,148,
17,6114,1110518,WF20220518001,油資,1,147,
18,6114,1110524,WF20220524001,油資,1,458,
19,6114,1110530,WF20220530001,油資,1,144,
20,6114,1110601,WF20220601001,20220206--新店停車場,1,248,
21,6114,1110601,WF20220601002,20220220--油資,1,952,
22,6114,1110603,WF20220603001,油資,1,1385,
23,6114,1110603,WF20220603002,紅樹林停車場,1,19,
24,6114,1110609,WF20220609001,油資,1,144,
25,6114,1110620,WF20220620001,油資,1,184,
26,6114,1110627,WF20220627001,油資,1,125,
27,6114,1110908,WF20220908001,旅費,1,20,
,,,,,1,6916,
,,,,,1,6916,,借,6916
1,6115,1110120,WF20220120001,2.5吋外接盒藍-運費,1,45,
2,6115,1110214,WF20220223001,小桌子*2 (運費)
,1,95,
3,6115,1110223,WF20220223003,電燙斗,1,57,
,,,,,1,197,
,,,,,1,197,,借,197
1,6116,1110701,WF20220701019,220418-4月-郵電費,1,717,
2,6116,1110701,WF20220701022,220616-6月-郵電費,1,650,
3,6116,1110701,WF20220701025,20220613-手機費-郵電費,1,244,
4,6116,1110718,WF20220718004,郵電費,1,2297,
5,6116,1110815,WF20220815001,20220815-手機費-郵電費,1,998,
6,6116,1110816,WF20220816001,郵電費,1,684,
,,,,,1,5590,
,,,,,1,5590,,借,5590
1,6123,1110101,WF20220101002,2021-11-25-車用充電器,1,3,
2,6123,1110101,WF20220101003,2021-11-26-公司福利-茶點,1,14,
3,6123,1110102,WF20220102001,Office365,1,19,
4,6123,1110103,WF20220103001,案件支付頭期款,2,,477
5,6123,1110105,WF20220105001,油資,1,12,
6,6123,1110107,WF20220107001,油資,1,7,
7,6123,1110109,WF20220109001,公司負責人交際費,1,6,
8,6123,1110109,WF20220109002,管理費用-公司負責人津貼,1,37,
9,6123,1110116,WF20220116001,油資,1,16,
10,6123,1110117,WF20220117001,油資,1,2,
11,6123,1110119,WF20220119002,碳鋅電池-使用在網路工具的量測電池,1,2,
12,6123,1110119,WF20220119003,擦拭布,1,1,
13,6123,1110120,WF20220120002,SSD 2.5吋 120G/240G/480,1,22,
14,6123,1110122,WF20220122001,ic卡*100,1,25,
15,6123,1110126,WF20220126002,油資,1,7,
16,6123,1110202,WF20220202001,Office365,1,19,
17,6123,1110203,WF20220203001,管理費用-公司負責人電話費用,1,34,
18,6123,1110204,WF20220204001,延長線-1開4插(15尺)*2,1,23,
19,6123,1110206,WF20220206001,油資,1,11,
20,6123,1110210,WF20220210001,公司負責人津貼,1,28,
21,6123,1110210,WF20220210002,公司負責人津貼,1,37,
22,6123,1110211,WF20220211001,油資,1,7,
23,6123,1110214,WF20220214001,百貨用品,1,2,
24,6123,1110214,WF20220214002,攝影機 1290(稅)
腳架 250 (稅),1,73,
25,6123,1110214,WF20220214003,油資,1,10,
26,6123,1110214,WF20220223001,小桌子*2 ,1,33,
27,6123,1110216,WF20220216003,案件支付第一期款,2,,477
28,6123,1110218,WF20220218001,油資,1,22,
29,6123,1110220,WF20220220001,油資,1,24,
30,6123,1110223,WF20220223003,電燙斗,1,23,
31,6123,1110223,WF20220223004,百貨用品,1,5,
32,6123,1110225,WF20220225002,管理費用-負責人津貼,1,12,
33,6123,1110302,WF20220302001,Office365,1,19,
34,6123,1110303,WF20220303001,3月份業務支出,1,34,
35,6123,1110306,WF20220306001,停車費用,1,6,
36,6123,1110307,WF20220307001,停車,1,3,
37,6123,1110309,WF20220309001,五金,1,1,
38,6123,1110311,WF20220311001,銷售網路線、延長線、..等,1,31,
39,6123,1110312,WF20220312001,油資,1,18,
40,6123,1110313,WF20220313001,停車,1,2,
41,6123,1110314,WF20220314002,嘟嘟房停車,1,4,
42,6123,1110314,WF20220314003,油資,1,3,
43,6123,1110316,WF20220316001,嘟嘟房停車,1,4,
44,6123,1110317,WF20220317001,油資,1,3,
45,6123,1110318,WF20220318001,油資,1,7,
46,6123,1110318,WF20220318002,電話費,1,33,
47,6123,1110318,WF20220318003,相片沖洗，增資使用,1,7,
48,6123,1110319,WF20220319001,油資,1,32,
49,6123,1110325,WF20220325001,油資,1,1,
50,6123,1110325,WF20220325003,油資,1,8,
51,6123,1110402,WF20220402001,Office365,1,19,
52,6123,1110403,WF20220403003,營業費用,1,37,
53,6123,1110409,WF20220409001,營業費用,1,12,
54,6123,1110411,WF20220411001,營業費用,1,8,
55,6123,1110417,WF20220417001,油資,1,7,
56,6123,1110418,WF20220418001,營業費用,1,14,
57,6123,1110420,WF20220420001,營業費用,1,1,
58,6123,1110420,WF20220420004,營業費用,1,1,
59,6123,1110423,WF20220423001,營業費用,1,18,
60,6123,1110424,WF20220424001,營業費用,1,8,
61,6123,1110429,WF20220429001,4月份業務支出,1,34,
62,6123,1110429,WF20220429002,電話費,1,33,
63,6123,1110430,WF20220430001,營業費用,1,7,
64,6123,1110507,WF20220507001,油資,1,17,
65,6123,1110508,WF20220508001,油資,1,7,
66,6123,1110518,WF20220518001,油資,1,7,
67,6123,1110521,WF20220521001,油資,1,8,
68,6123,1110524,WF20220524001,油資,1,23,
69,6123,1110530,WF20220530001,油資,1,7,
70,6123,1110601,WF20220601001,20220206--新店停車場,1,12,
71,6123,1110601,WF20220601002,20220220--油資,1,48,
72,6123,1110603,WF20220603001,油資,1,69,
73,6123,1110603,WF20220603002,紅樹林停車場,1,1,
74,6123,1110609,WF20220609001,油資,1,7,
75,6123,1110613,WF20220613001,負責人美姿美儀,1,10,
76,6123,1110620,WF20220620001,油資,1,9,
77,6123,1110627,WF20220627001,油資,1,6,
78,6123,1110629,WF20220629001,營業費用,1,3,
79,6123,1110701,WF20220701001,營業費用,1,1,
80,6123,1110701,WF20220701004,營業費用,1,1,
81,6123,1110701,WF20220701019,220418-4月-郵電費,1,36,
82,6123,1110701,WF20220701022,220616-6月-郵電費,1,33,
83,6123,1110701,WF20220701025,20220613-手機費-郵電費,1,13,
84,6123,1110702,WF20220702001,Office365-5月份,1,19,
85,6123,1110702,WF20220702004,Office365-6月份,1,19,
86,6123,1110702,WF20220702007,Office365-7月份,1,19,
87,6123,1110708,WF20220708001,油資,1,7,
88,6123,1110715,WF20220715001,水龍頭,1,2,
89,6123,1110718,WF20220718001,營業費用,1,7,
90,6123,1110718,WF20220718004,郵電費,1,121,
91,6123,1110724,WF20220724001,停車費,1,0,
92,6123,1110729,WF20220729001,油資,1,6,
93,6123,1110802,WF20220802001,Office365,1,19,
94,6123,1110815,WF20220815001,20220815-手機費-郵電費,1,53,
95,6123,1110816,WF20220816001,郵電費,1,34,
96,6123,1110820,WF20220820001,油資,1,7,
97,6123,1110828,WF20220828001,油資,1,32,
98,6123,1110901,WF20220901001,營業費用,1,7,
99,6123,1110908,WF20220908001,旅費,1,1,
100,6123,1110929,WF20220929001,營業費用,1,34,
,,,,,1,1656,954
,,,,,1,1656,954,借,702
1,6134,1110101,WF20220101001,媒體投資娛樂費,1,512,
2,6134,1110101,WF20220101002,2021-11-25-車用充電器,1,56,
3,6134,1110101,WF20220101003,2021-11-26-公司福利-茶點,1,271,
4,6134,1110109,WF20220109001,公司負責人交際費,1,111,
5,6134,1110109,WF20220109002,管理費用-公司負責人津貼,1,731,
6,6134,1110119,WF20220119002,碳鋅電池-使用在網路工具的量測電池,1,33,
7,6134,1110119,WF20220119003,擦拭布,1,29,
8,6134,1110120,WF20220120001,2.5吋外接盒藍,1,179,
9,6134,1110120,WF20220120002,SSD 2.5吋 120G/240G/480,1,443,
10,6134,1110124,WF20220124001,電子零件*1
IC讀卡機*5,1,55,
11,6134,1110126,WF20220126001,usb集線器,1,9,
12,6134,1110201,WF20220201001,媒體投資娛樂費,1,512,
13,6134,1110203,WF20220203001,管理費用-公司負責人電話費用,1,684,
14,6134,1110210,WF20220210001,公司負責人津貼,1,570,
15,6134,1110210,WF20220210002,公司負責人津貼,1,740,
16,6134,1110214,WF20220214001,百貨用品,1,46,
17,6134,1110214,WF20220223001,小桌子*2 ,1,565,
18,6134,1110216,WF20220216001,發票章,1,160,
19,6134,1110216,WF20220216004,一站式變更登業登記地費用,1,715,
20,6134,1110223,WF20220223003,電燙斗,1,398,
21,6134,1110223,WF20220223004,百貨用品,1,104,
22,6134,1110224,WF20220224001,螺母-6mm 5H
修理,1,9,
23,6134,1110225,WF20220225002,管理費用-負責人津貼,1,247,
24,6134,1110227,WF20220227001,螺絲-機械- 5/32*1.25,1,6,
25,6134,1110301,WF20220301001,媒體投資娛樂費,1,512,
26,6134,1110301,WF20220301001,媒體投資娛樂費,2,,512
27,6134,1110309,WF20220309001,五金,1,24,
28,6134,1110311,WF20220311001,郵資,1,28,
29,6134,1110314,WF20220314001,郵資,1,44,
30,6134,1110314,WF20220314004,郵資,1,28,
31,6134,1110318,WF20220318002,電話費,1,666,
32,6134,1110318,WF20220318003,相片沖洗，增資使用,1,143,
33,6134,1110322,WF20220322001,郵資,1,28,
34,6134,1110326,WF20220326001,停車,1,40,
35,6134,1110401,WF20220401001,媒體投資娛樂費,1,512,
36,6134,1110420,WF20220420001,營業費用,1,13,
37,6134,1110420,WF20220420004,營業費用,1,11,
38,6134,1110429,WF20220429002,電話費,1,657,
39,6134,1110521,WF20220521001,油資,1,160,
40,6134,1110604,WF20220604001,多功能泡沫清洗齊,1,110,
41,6134,1110613,WF20220613001,負責人美姿美儀,1,210,
42,6134,1110701,WF20220701001,營業費用,1,20,
43,6134,1110701,WF20220701004,營業費用,1,17,
44,6134,1110701,WF20220701009,媒體投資娛樂費-5月份,1,512,
45,6134,1110701,WF20220701013,媒體投資娛樂費-6月份,1,512,
46,6134,1110701,WF20220701017,媒體投資娛樂費-7月份,1,512,
47,6134,1110715,WF20220715001,水龍頭,1,46,
48,6134,1110801,WF20220801003,媒體投資娛樂費,1,512,
,,,,,1,12502,512
,,,,,1,12502,512,借,11990
1,1239,,,,1,1082,,借,1082
1,1240,,,,1,5077,,借,5077
1,1281,,,,1,4940,,借,4940
1,1283,,,,1,166,,借,166
1,1431,,,,1,21418,,借,21418
1,1533,,,,1,188724,,借,188724
1,1551,,,,1,817386,,借,817386
1,1555,,,,1,11654,,借,11654
1,1583,,,,1,6000,,借,6000
1,1586,,,,1,11439,,借,11439
1,2171,,,,2,,8653,貸,8653
1,3111,,,,2,,1000000,貸,1000000
1,3351,,,,1,774930,,借,774930
