序號,日期,傳票編號,會計項目,會計編碼,摘要,借方金額,貸方金額,datatype
1,1100101,WF20210101001,,6134,1月份預付投資、最新消息媒體費,775,,-
2,1100101,WF20210101001,,1262,1月份預付投資、最新消息媒體費,,775,-
3,1100201,WF20210201002,,6134,2月份預付投資、最新消息媒體費,775,,-
4,1100201,WF20210201002,,1262,2月份預付投資、最新消息媒體費,,775,-
5,1100301,WF20210301001,,6134,3月份預付投資、最新消息媒體費,775,,-
6,1100301,WF20210301001,,1262,3月份預付投資、最新消息媒體費,,775,-
