1113,54300
1121,203780
1122,92163
1239,1240
1240,2315
1262,1956
1266,824
1281,2050
1283,166
1284,200
1431,24743
1533,483647
1583,3150
1586,14372
2171,-3357
2191,-50000
3111,-1489580
3351,658031
